Date Time, Water Level, Sigma, O or I (for verified), F, R, L, Quality 
2023-11-03 05:30,244.554,0.115,0,0,0,0,v
2023-11-03 05:36,244.577,0.095,0,0,0,0,v
2023-11-03 05:42,244.590,0.108,0,0,0,0,v
2023-11-03 05:48,244.596,0.082,0,0,0,0,v
2023-11-03 05:54,244.580,0.115,0,0,0,0,v
2023-11-03 06:00,244.567,0.135,0,0,0,0,v
2023-11-03 06:06,244.587,0.095,0,0,0,0,v
2023-11-03 06:12,244.577,0.095,0,0,0,0,v
2023-11-03 06:18,244.580,0.079,0,0,0,0,v
2023-11-03 06:24,244.560,0.098,0,0,0,0,v
2023-11-03 06:30,244.564,0.092,0,0,0,0,v
2023-11-03 06:36,244.567,0.102,0,0,0,0,v
2023-11-03 06:42,244.567,0.112,0,0,0,0,v
2023-11-03 06:48,244.560,0.118,0,0,0,0,v
2023-11-03 06:54,244.554,0.098,0,0,0,0,v
2023-11-03 07:00,244.547,0.095,0,0,0,0,v
2023-11-03 07:06,244.567,0.089,0,0,0,0,v
2023-11-03 07:12,244.570,0.098,0,0,0,0,v
2023-11-03 07:18,244.557,0.112,0,0,0,0,v
2023-11-03 07:24,244.567,0.118,0,0,0,0,v
2023-11-03 07:30,244.570,0.121,0,0,0,0,v
2023-11-03 07:36,244.557,0.112,0,0,0,0,v
2023-11-03 07:42,244.554,0.118,0,0,0,0,v
2023-11-03 07:48,244.537,0.098,0,0,0,0,v
2023-11-03 07:54,244.534,0.092,0,0,0,0,v
2023-11-03 08:00,244.528,0.108,0,0,0,0,v
2023-11-03 08:06,244.514,0.095,0,0,0,0,v
2023-11-03 08:12,244.531,0.105,0,0,0,0,v
2023-11-03 08:18,244.528,0.098,0,0,0,0,v
2023-11-03 08:24,244.521,0.095,0,0,0,0,v
2023-11-03 08:30,244.508,0.102,0,0,0,0,v
2023-11-03 08:36,244.518,0.098,0,0,0,0,v
2023-11-03 08:42,244.518,0.115,0,0,0,0,v
2023-11-03 08:48,244.518,0.115,0,0,0,0,v
2023-11-03 08:54,244.541,0.108,0,0,0,0,v
2023-11-03 09:00,244.534,0.098,0,0,0,0,v
2023-11-03 09:06,244.537,0.085,0,0,0,0,v
2023-11-03 09:12,244.537,0.095,0,0,0,0,v
2023-11-03 09:18,244.531,0.092,0,0,0,0,v
2023-11-03 09:24,244.531,0.102,0,0,0,0,v
2023-11-03 09:30,244.514,0.089,0,0,0,0,v
2023-11-03 09:36,244.511,0.115,0,0,0,0,v
2023-11-03 09:42,244.537,0.089,0,0,0,0,v
2023-11-03 09:48,244.537,0.118,0,0,0,0,v
2023-11-03 09:54,244.551,0.115,0,0,0,0,v
2023-11-03 10:00,244.531,0.121,0,0,0,0,v
2023-11-03 10:06,244.514,0.108,0,0,0,0,v
2023-11-03 10:12,244.511,0.105,0,0,0,0,v
2023-11-03 10:18,244.521,0.115,0,0,0,0,v
2023-11-03 10:24,244.531,0.118,0,0,0,0,v
2023-11-03 10:30,244.531,0.115,0,0,0,0,v
2023-11-03 10:36,244.524,0.000,0,0,0,0,v
2023-11-03 10:42,244.551,0.118,0,0,0,0,v
2023-11-03 10:48,244.551,0.105,0,0,0,0,v
2023-11-03 10:54,244.528,0.098,0,0,0,0,v
2023-11-03 11:00,244.524,0.121,0,0,0,0,v
2023-11-03 11:06,244.505,0.121,0,0,0,0,v
2023-11-03 11:12,244.541,0.105,0,0,0,0,v
2023-11-03 11:18,244.564,0.112,0,0,0,0,v
2023-11-03 11:24,244.554,0.128,0,0,0,0,v
2023-11-03 11:30,244.564,0.105,0,0,0,0,v
2023-11-03 11:36,244.544,0.115,0,0,0,0,v
2023-11-03 11:42,244.554,0.121,0,0,0,0,v
2023-11-03 11:48,244.567,0.105,0,0,0,0,v
2023-11-03 11:54,244.554,0.115,0,0,0,0,v
2023-11-03 12:00,244.567,0.000,0,0,0,0,v
2023-11-03 12:06,244.600,0.118,0,0,0,0,v
2023-11-03 12:12,244.603,0.118,0,0,0,0,v
2023-11-03 12:18,244.619,0.125,0,0,0,0,v
2023-11-03 12:24,244.593,0.128,0,0,0,0,v
2023-11-03 12:30,244.583,0.121,0,0,0,0,v
2023-11-03 12:36,244.596,0.128,0,0,0,0,v
2023-11-03 12:42,244.567,0.135,0,0,0,0,v
2023-11-03 12:48,244.580,0.135,0,0,0,0,v
2023-11-03 12:54,244.564,0.128,0,0,0,0,v
2023-11-03 13:00,244.570,0.115,0,0,0,0,v
2023-11-03 13:06,244.547,0.115,0,0,0,0,v
2023-11-03 13:12,244.551,0.121,0,0,0,0,v
2023-11-03 13:18,244.547,0.138,0,0,0,0,v
2023-11-03 13:24,244.551,0.118,0,0,0,0,v
2023-11-03 13:30,244.551,0.138,0,0,0,0,v
2023-11-03 13:36,244.551,0.128,0,0,0,0,v
2023-11-03 13:42,244.573,0.141,0,0,0,0,v
2023-11-03 13:48,244.596,0.118,0,0,0,0,v
2023-11-03 13:54,244.577,0.131,0,0,0,0,v
2023-11-03 14:00,244.580,0.121,0,0,0,0,v
2023-11-03 14:06,244.560,0.138,0,0,0,0,v
2023-11-03 14:12,244.564,0.151,0,0,0,0,v
2023-11-03 14:18,244.554,0.148,0,0,0,0,v
2023-11-03 14:24,244.544,0.141,0,0,0,0,v
2023-11-03 14:30,244.521,0.184,0,0,0,0,v
2023-11-03 14:36,244.534,0.141,0,0,0,0,v
2023-11-03 14:42,244.551,0.115,0,0,0,0,v
2023-11-03 14:48,244.537,0.131,0,0,0,0,v
2023-11-03 14:54,244.511,0.144,0,0,0,0,v
2023-11-03 15:00,244.528,0.115,0,0,0,0,v
2023-11-03 15:06,244.551,0.135,0,0,0,0,v
2023-11-03 15:12,244.551,0.131,0,0,0,0,v
2023-11-03 15:18,244.541,0.138,0,0,0,0,v
2023-11-03 15:24,244.514,0.174,0,0,0,0,v
2023-11-03 15:30,244.511,0.154,0,0,0,0,v
2023-11-03 15:36,244.528,0.118,0,0,0,0,v
2023-11-03 15:42,244.528,0.125,0,0,0,0,v
2023-11-03 15:48,244.537,0.125,0,0,0,0,v
2023-11-03 15:54,244.557,0.118,0,0,0,0,v
2023-11-03 16:00,244.531,0.115,0,0,0,0,v
2023-11-03 16:06,244.544,0.115,0,0,0,0,v
2023-11-03 16:12,244.534,0.128,0,0,0,0,v
2023-11-03 16:18,244.534,0.108,0,0,0,0,v
2023-11-03 16:24,244.508,0.125,0,0,0,0,v
2023-11-03 16:30,244.528,0.112,0,0,0,0,v
2023-11-03 16:36,244.534,0.105,0,0,0,0,v
2023-11-03 16:42,244.537,0.118,0,0,0,0,v
2023-11-03 16:48,244.521,0.135,0,0,0,0,v
2023-11-03 16:54,244.518,0.118,0,0,0,0,v
2023-11-03 17:00,244.524,0.112,0,0,0,0,v
2023-11-03 17:06,244.511,0.115,0,0,0,0,v
2023-11-03 17:12,244.514,0.125,0,0,0,0,v
2023-11-03 17:18,244.508,0.118,0,0,0,0,v
2023-11-03 17:24,244.508,0.118,0,0,0,0,v
2023-11-03 17:30,244.537,0.108,0,0,0,0,v
2023-11-03 17:36,244.537,0.082,0,0,0,0,v
2023-11-03 17:42,244.514,0.135,0,0,0,0,v
2023-11-03 17:48,244.514,0.121,0,0,0,0,v
2023-11-03 17:54,244.488,0.112,0,0,0,0,v
2023-11-03 18:00,244.501,0.102,0,0,0,0,v
2023-11-03 18:06,244.501,0.105,0,0,0,0,v
2023-11-03 18:12,244.521,0.092,0,0,0,0,v
2023-11-03 18:18,244.518,0.115,0,0,0,0,v
2023-11-03 18:24,244.521,0.098,0,0,0,0,v
2023-11-03 18:30,244.498,0.108,0,0,0,0,v
2023-11-03 18:36,244.482,0.108,0,0,0,0,v
2023-11-03 18:42,244.475,0.118,0,0,0,0,v
2023-11-03 18:48,244.482,0.108,0,0,0,0,v
2023-11-03 18:54,244.488,0.102,0,0,0,0,v
2023-11-03 19:00,244.495,0.108,0,0,0,0,v
2023-11-03 19:06,244.485,0.108,0,0,0,0,v
2023-11-03 19:12,244.505,0.092,0,0,0,0,v
2023-11-03 19:18,244.511,0.105,0,0,0,0,v
2023-11-03 19:24,244.482,0.118,0,0,0,0,v
2023-11-03 19:30,244.505,0.098,0,0,0,0,v
2023-11-03 19:36,244.521,0.085,0,0,0,0,v
2023-11-03 19:42,244.531,0.102,0,0,0,0,v
2023-11-03 19:48,244.534,0.095,0,0,0,0,v
2023-11-03 19:54,244.531,0.105,0,0,0,0,v
2023-11-03 20:00,244.547,0.075,0,0,0,0,v
2023-11-03 20:06,244.547,0.079,0,0,0,0,v
2023-11-03 20:12,244.537,0.082,0,0,0,0,v
2023-11-03 20:18,244.541,0.079,0,0,0,0,v
2023-11-03 20:24,244.541,0.069,0,0,0,0,v
2023-11-03 20:30,244.537,0.082,0,0,0,0,v
2023-11-03 20:36,244.534,0.079,0,0,0,0,v
2023-11-03 20:42,244.534,0.069,0,0,0,0,v
2023-11-03 20:48,244.524,0.085,0,0,0,0,v
2023-11-03 20:54,244.531,0.069,0,0,0,0,v
2023-11-03 21:00,244.547,0.079,0,0,0,0,v
2023-11-03 21:06,244.564,0.085,0,0,0,0,v
2023-11-03 21:12,244.560,0.075,0,0,0,0,v
2023-11-03 21:18,244.554,0.079,0,0,0,0,v
2023-11-03 21:24,244.541,0.105,0,0,0,0,v
2023-11-03 21:30,244.537,0.082,0,0,0,0,v
2023-11-03 21:36,244.521,0.089,0,0,0,0,v
2023-11-03 21:42,244.511,0.085,0,0,0,0,v
2023-11-03 21:48,244.518,0.089,0,0,0,0,v
2023-11-03 21:54,244.528,0.085,0,0,0,0,v
2023-11-03 22:00,244.524,0.095,0,0,0,0,v
2023-11-03 22:06,244.528,0.089,0,0,0,0,v
2023-11-03 22:12,244.501,0.095,0,0,0,0,v
2023-11-03 22:18,244.478,0.085,0,0,0,0,v
2023-11-03 22:24,244.472,0.092,0,0,0,0,v
2023-11-03 22:30,244.475,0.092,0,0,0,0,v
2023-11-03 22:36,244.488,0.085,0,0,0,0,v
2023-11-03 22:42,244.508,0.072,0,0,0,0,v
2023-11-03 22:48,244.524,0.079,0,0,0,0,v
2023-11-03 22:54,244.528,0.085,0,0,0,0,v
2023-11-03 23:00,244.501,0.079,0,0,0,0,v
2023-11-03 23:06,244.501,0.075,0,0,0,0,v
2023-11-03 23:12,244.485,0.085,0,0,0,0,v
2023-11-03 23:18,244.485,0.059,0,0,0,0,v
2023-11-03 23:24,244.485,0.075,0,0,0,0,v
2023-11-03 23:30,244.501,0.069,0,0,0,0,v
2023-11-03 23:36,244.521,0.075,0,0,0,0,v
2023-11-03 23:42,244.524,0.069,0,0,0,0,v
2023-11-03 23:48,244.528,0.072,0,0,0,0,v
2023-11-03 23:54,244.518,0.066,0,0,0,0,v
2023-11-04 00:00,244.505,0.066,0,0,0,0,v
2023-11-04 00:06,244.508,0.079,0,0,0,0,v
2023-11-04 00:12,244.514,0.069,0,0,0,0,v
2023-11-04 00:18,244.518,0.092,0,0,0,0,v
2023-11-04 00:24,244.528,0.075,0,0,0,0,v
2023-11-04 00:30,244.544,0.069,0,0,0,0,v
2023-11-04 00:36,244.531,0.075,0,0,0,0,v
2023-11-04 00:42,244.541,0.079,0,0,0,0,v
2023-11-04 00:48,244.544,0.085,0,0,0,0,v
2023-11-04 00:54,244.560,0.079,0,0,0,0,v
2023-11-04 01:00,244.560,0.079,0,0,0,0,v
2023-11-04 01:06,244.557,0.079,0,0,0,0,v
2023-11-04 01:12,244.587,0.089,0,0,0,0,v
2023-11-04 01:18,244.593,0.079,0,0,0,0,v
2023-11-04 01:24,244.610,0.075,0,0,0,0,v
2023-11-04 01:30,244.610,0.069,0,0,0,0,v
2023-11-04 01:36,244.629,0.066,0,0,0,0,v
2023-11-04 01:42,244.629,0.079,0,0,0,0,v
2023-11-04 01:48,244.626,0.062,0,0,0,0,v
2023-11-04 01:54,244.629,0.069,0,0,0,0,v
2023-11-04 02:00,244.619,0.066,0,0,0,0,v
2023-11-04 02:06,244.626,0.062,0,0,0,0,v
2023-11-04 02:12,244.642,0.069,0,0,0,0,v
2023-11-04 02:18,244.656,0.072,0,0,0,0,v
2023-11-04 02:24,244.659,0.069,0,0,0,0,v
2023-11-04 02:30,244.669,0.072,0,0,0,0,v
2023-11-04 02:36,244.656,0.072,0,0,0,0,v
2023-11-04 02:42,244.626,0.089,0,0,0,0,v
2023-11-04 02:48,244.629,0.075,0,0,0,0,v
2023-11-04 02:54,244.642,0.075,0,0,0,0,v
2023-11-04 03:00,244.662,0.075,0,0,0,0,v
2023-11-04 03:06,244.659,0.079,0,0,0,0,v
2023-11-04 03:12,244.649,0.085,0,0,0,0,v
2023-11-04 03:18,244.636,0.085,0,0,0,0,v
2023-11-04 03:24,244.626,0.085,0,0,0,0,v
2023-11-04 03:30,244.613,0.089,0,0,0,0,v
2023-11-04 03:36,244.600,0.095,0,0,0,0,v
2023-11-04 03:42,244.593,0.079,0,0,0,0,v
2023-11-04 03:48,244.610,0.082,0,0,0,0,v
2023-11-04 03:54,244.616,0.085,0,0,0,0,v
2023-11-04 04:00,244.636,0.075,0,0,0,0,v
2023-11-04 04:06,244.698,0.075,0,0,0,0,v
2023-11-04 04:12,244.721,0.075,0,0,0,0,v
2023-11-04 04:18,244.724,0.079,0,0,0,0,v
2023-11-04 04:24,244.711,0.082,0,0,0,0,v
2023-11-04 04:30,244.711,0.075,0,0,0,0,v
2023-11-04 04:36,244.738,0.082,0,0,0,0,v
2023-11-04 04:42,244.724,0.075,0,0,0,0,v
2023-11-04 04:48,244.685,0.066,0,0,0,0,v
2023-11-04 04:54,244.669,0.075,0,0,0,0,v
2023-11-04 05:00,244.672,0.072,0,0,0,0,v
2023-11-04 05:06,244.646,0.062,0,0,0,0,v
2023-11-04 05:12,244.587,0.075,0,0,0,0,v
2023-11-04 05:18,244.488,0.092,0,0,0,0,v
2023-11-04 05:24,244.491,0.082,0,0,0,0,v
2023-11-04 05:30,244.534,0.082,0,0,0,0,v
2023-11-04 05:36,244.560,0.075,0,0,0,0,v
2023-11-04 05:42,244.573,0.102,0,0,0,0,v
2023-11-04 05:48,244.600,0.092,0,0,0,0,v
2023-11-04 05:54,244.583,0.089,0,0,0,0,v
2023-11-04 06:00,244.603,0.082,0,0,0,0,v
2023-11-04 06:06,244.596,0.092,0,0,0,0,v
2023-11-04 06:12,244.583,0.082,0,0,0,0,v
2023-11-04 06:18,244.606,0.085,0,0,0,0,v
2023-11-04 06:24,244.619,0.000,0,0,0,0,v
2023-11-04 06:30,244.629,0.089,0,0,0,0,v
2023-11-04 06:36,244.646,0.089,0,0,0,0,v
2023-11-04 06:42,244.593,0.098,0,0,0,0,v
2023-11-04 06:48,244.587,0.095,0,0,0,0,v
2023-11-04 06:54,244.573,0.102,0,0,0,0,v
2023-11-04 07:00,244.573,0.089,0,0,0,0,v
2023-11-04 07:06,244.593,0.108,0,0,0,0,v
2023-11-04 07:12,244.619,0.098,0,0,0,0,v
2023-11-04 07:18,244.626,0.092,0,0,0,0,v
2023-11-04 07:24,244.596,0.108,0,0,0,0,v
2023-11-04 07:30,244.590,0.092,0,0,0,0,v
2023-11-04 07:36,244.580,0.105,0,0,0,0,v
2023-11-04 07:42,244.580,0.108,0,0,0,0,v
2023-11-04 07:48,244.580,0.108,0,0,0,0,v
2023-11-04 07:54,244.577,0.095,0,0,0,0,v
2023-11-04 08:00,244.557,0.115,0,0,0,0,v
2023-11-04 08:06,244.547,0.095,0,0,0,0,v
2023-11-04 08:12,244.524,0.115,0,0,0,0,v
2023-11-04 08:18,244.505,0.102,0,0,0,0,v
2023-11-04 08:24,244.518,0.089,0,0,0,0,v
2023-11-04 08:30,244.531,0.089,0,0,0,0,v
2023-11-04 08:36,244.554,0.095,0,0,0,0,v
2023-11-04 08:42,244.560,0.102,0,0,0,0,v
2023-11-04 08:48,244.547,0.112,0,0,0,0,v
2023-11-04 08:54,244.534,0.092,0,0,0,0,v
2023-11-04 09:00,244.521,0.108,0,0,0,0,v
2023-11-04 09:06,244.521,0.102,0,0,0,0,v
2023-11-04 09:12,244.508,0.115,0,0,0,0,v
2023-11-04 09:18,244.547,0.108,0,0,0,0,v
2023-11-04 09:24,244.551,0.128,0,0,0,0,v
2023-11-04 09:30,244.567,0.115,0,0,0,0,v
2023-11-04 09:36,244.557,0.112,0,0,0,0,v
2023-11-04 09:42,244.495,0.115,0,0,0,0,v
2023-11-04 09:48,244.439,0.115,0,0,0,0,v
2023-11-04 09:54,244.419,0.089,0,0,0,0,v
2023-11-04 10:00,244.403,0.098,0,0,0,0,v
2023-11-04 10:06,244.419,0.108,0,0,0,0,v
2023-11-04 10:12,244.446,0.098,0,0,0,0,v
2023-11-04 10:18,244.449,0.102,0,0,0,0,v
2023-11-04 10:24,244.455,0.085,0,0,0,0,v
2023-11-04 10:30,244.432,0.102,0,0,0,0,v
2023-11-04 10:36,244.429,0.092,0,0,0,0,v
2023-11-04 10:42,244.423,0.102,0,0,0,0,v
2023-11-04 10:48,244.439,0.092,0,0,0,0,v
2023-11-04 10:54,244.455,0.089,0,0,0,0,v
2023-11-04 11:00,244.482,0.089,0,0,0,0,v
2023-11-04 11:06,244.495,0.092,0,0,0,0,v
2023-11-04 11:12,244.485,0.095,0,0,0,0,v
2023-11-04 11:18,244.449,0.095,0,0,0,0,v
2023-11-04 11:24,244.423,0.079,0,0,0,0,v
2023-11-04 11:30,244.403,0.075,0,0,0,0,v
2023-11-04 11:36,244.383,0.082,0,0,0,0,v
2023-11-04 11:42,244.370,0.075,0,0,0,0,v
2023-11-04 11:48,244.357,0.062,0,0,0,0,v
2023-11-04 11:54,244.360,0.075,0,0,0,0,v
2023-11-04 12:00,244.357,0.069,0,0,0,0,v
2023-11-04 12:06,244.344,0.079,0,0,0,0,v
2023-11-04 12:12,244.331,0.079,0,0,0,0,v
2023-11-04 12:18,244.321,0.069,0,0,0,0,v
2023-11-04 12:24,244.327,0.056,0,0,0,0,v
2023-11-04 12:30,244.331,0.079,0,0,0,0,v
2023-11-04 12:36,244.350,0.056,0,0,0,0,v
2023-11-04 12:42,244.383,0.059,0,0,0,0,v
2023-11-04 12:48,244.390,0.069,0,0,0,0,v
2023-11-04 12:54,244.396,0.062,0,0,0,0,v
2023-11-04 13:00,244.390,0.062,0,0,0,0,v
2023-11-04 13:06,244.373,0.072,0,0,0,0,v
2023-11-04 13:12,244.354,0.066,0,0,0,0,v
2023-11-04 13:18,244.337,0.052,0,0,0,0,v
2023-11-04 13:24,244.331,0.043,0,0,0,0,v
2023-11-04 13:30,244.331,0.056,0,0,0,0,v
2023-11-04 13:36,244.334,0.056,0,0,0,0,v
2023-11-04 13:42,244.341,0.049,0,0,0,0,v
2023-11-04 13:48,244.324,0.043,0,0,0,0,v
2023-11-04 13:54,244.318,0.049,0,0,0,0,v
2023-11-04 14:00,244.311,0.043,0,0,0,0,v
2023-11-04 14:06,244.324,0.039,0,0,0,0,v
2023-11-04 14:12,244.341,0.049,0,0,0,0,v
2023-11-04 14:18,244.350,0.043,0,0,0,0,v
2023-11-04 14:24,244.377,0.036,0,0,0,0,v
2023-11-04 14:30,244.403,0.043,0,0,0,0,v
2023-11-04 14:36,244.390,0.043,0,0,0,0,v
2023-11-04 14:42,244.406,0.049,0,0,0,0,v
2023-11-04 14:48,244.416,0.033,0,0,0,0,v
2023-11-04 14:54,244.413,0.033,0,0,0,0,v
2023-11-04 15:00,244.423,0.039,0,0,0,0,v
2023-11-04 15:06,244.413,0.036,0,0,0,0,v
2023-11-04 15:12,244.406,0.036,0,0,0,0,v
2023-11-04 15:18,244.403,0.036,0,0,0,0,v
2023-11-04 15:24,244.377,0.030,0,0,0,0,v
2023-11-04 15:30,244.377,0.039,0,0,0,0,v
2023-11-04 15:36,244.360,0.036,0,0,0,0,v
2023-11-04 15:42,244.347,0.043,0,0,0,0,v
2023-11-04 15:48,244.350,0.033,0,0,0,0,v
2023-11-04 15:54,244.334,0.036,0,0,0,0,v
2023-11-04 16:00,244.321,0.049,0,0,0,0,v
2023-11-04 16:06,244.321,0.036,0,0,0,0,v
2023-11-04 16:12,244.327,0.036,0,0,0,0,v
2023-11-04 16:18,244.344,0.033,0,0,0,0,v
2023-11-04 16:24,244.350,0.030,0,0,0,0,v
2023-11-04 16:30,244.357,0.033,0,0,0,0,v
2023-11-04 16:36,244.354,0.033,0,0,0,0,v
2023-11-04 16:42,244.367,0.030,0,0,0,0,v
2023-11-04 16:48,244.360,0.036,0,0,0,0,v
2023-11-04 16:54,244.354,0.039,0,0,0,0,v
2023-11-04 17:00,244.354,0.033,0,0,0,0,v
2023-11-04 17:06,244.357,0.033,0,0,0,0,v
2023-11-04 17:12,244.347,0.043,0,0,0,0,v
2023-11-04 17:18,244.344,0.033,0,0,0,0,v
2023-11-04 17:24,244.341,0.026,0,0,0,0,v
2023-11-04 17:30,244.331,0.030,0,0,0,0,v
2023-11-04 17:36,244.318,0.039,0,0,0,0,v
2023-11-04 17:42,244.324,0.030,0,0,0,0,v
2023-11-04 17:48,244.327,0.033,0,0,0,0,v
2023-11-04 17:54,244.337,0.036,0,0,0,0,v
2023-11-04 18:00,244.327,0.033,0,0,0,0,v
2023-11-04 18:06,244.347,0.033,0,0,0,0,v
2023-11-04 18:12,244.364,0.000,0,0,0,0,v
2023-11-04 18:18,244.357,0.033,0,0,0,0,v
2023-11-04 18:24,244.357,0.039,0,0,0,0,v
2023-11-04 18:30,244.370,0.036,0,0,0,0,v
2023-11-04 18:36,244.367,0.030,0,0,0,0,v
2023-11-04 18:42,244.380,0.026,0,0,0,0,v
2023-11-04 18:48,244.370,0.033,0,0,0,0,v
2023-11-04 18:54,244.357,0.033,0,0,0,0,v
2023-11-04 19:00,244.367,0.030,0,0,0,0,v
2023-11-04 19:06,244.373,0.030,0,0,0,0,v
2023-11-04 19:12,244.390,0.030,0,0,0,0,v
2023-11-04 19:18,244.396,0.030,0,0,0,0,v
2023-11-04 19:24,244.383,0.036,0,0,0,0,v
2023-11-04 19:30,244.367,0.033,0,0,0,0,v
2023-11-04 19:36,244.357,0.052,0,0,0,0,v
2023-11-04 19:42,244.350,0.030,0,0,0,0,v
2023-11-04 19:48,244.357,0.030,0,0,0,0,v
2023-11-04 19:54,244.373,0.033,0,0,0,0,v
2023-11-04 20:00,244.386,0.030,0,0,0,0,v
2023-11-04 20:06,244.403,0.026,0,0,0,0,v
2023-11-04 20:12,244.413,0.026,0,0,0,0,v
2023-11-04 20:18,244.419,0.030,0,0,0,0,v
2023-11-04 20:24,244.416,0.000,0,0,0,0,v
2023-11-04 20:30,244.403,0.026,0,0,0,0,v
2023-11-04 20:36,244.416,0.030,0,0,0,0,v
2023-11-04 20:42,244.429,0.026,0,0,0,0,v
2023-11-04 20:48,244.442,0.030,0,0,0,0,v
2023-11-04 20:54,244.436,0.026,0,0,0,0,v
2023-11-04 21:00,244.429,0.026,0,0,0,0,v
2023-11-04 21:06,244.423,0.030,0,0,0,0,v
2023-11-04 21:12,244.406,0.033,0,0,0,0,v
2023-11-04 21:18,244.393,0.026,0,0,0,0,v
2023-11-04 21:24,244.396,0.026,0,0,0,0,v
2023-11-04 21:30,244.413,0.026,0,0,0,0,v
2023-11-04 21:36,244.432,0.023,0,0,0,0,v
2023-11-04 21:42,244.436,0.030,0,0,0,0,v
2023-11-04 21:48,244.426,0.026,0,0,0,0,v
2023-11-04 21:54,244.416,0.026,0,0,0,0,v
2023-11-04 22:00,244.400,0.030,0,0,0,0,v
2023-11-04 22:06,244.380,0.023,0,0,0,0,v
2023-11-04 22:12,244.377,0.023,0,0,0,0,v
2023-11-04 22:18,244.373,0.023,0,0,0,0,v
2023-11-04 22:24,244.380,0.026,0,0,0,0,v
2023-11-04 22:30,244.383,0.023,0,0,0,0,v
2023-11-04 22:36,244.370,0.026,0,0,0,0,v
2023-11-04 22:42,244.364,0.023,0,0,0,0,v
2023-11-04 22:48,244.357,0.023,0,0,0,0,v
2023-11-04 22:54,244.364,0.020,0,0,0,0,v
2023-11-04 23:00,244.364,0.020,0,0,0,0,v
2023-11-04 23:06,244.386,0.016,0,0,0,0,v
2023-11-04 23:12,244.400,0.020,0,0,0,0,v
2023-11-04 23:18,244.393,0.020,0,0,0,0,v
2023-11-04 23:24,244.393,0.023,0,0,0,0,v
2023-11-04 23:30,244.383,0.026,0,0,0,0,v
2023-11-04 23:36,244.383,0.020,0,0,0,0,v
2023-11-04 23:42,244.386,0.023,0,0,0,0,v
2023-11-04 23:48,244.396,0.023,0,0,0,0,v
2023-11-04 23:54,244.409,0.030,0,0,0,0,v
2023-11-05 00:00,244.409,0.030,0,0,0,0,v
2023-11-05 00:06,244.396,0.030,0,0,0,0,v
2023-11-05 00:12,244.383,0.020,0,0,0,0,v
2023-11-05 00:18,244.364,0.020,0,0,0,0,v
2023-11-05 00:24,244.354,0.020,0,0,0,0,v
2023-11-05 00:30,244.380,0.020,0,0,0,0,v
2023-11-05 00:36,244.386,0.013,0,0,0,0,v
2023-11-05 00:42,244.393,0.016,0,0,0,0,v
2023-11-05 00:48,244.393,0.020,0,0,0,0,v
2023-11-05 00:54,244.386,0.016,0,0,0,0,v
2023-11-05 01:00,244.393,0.016,0,0,0,0,v
2023-11-05 01:06,244.386,0.020,0,0,0,0,v
2023-11-05 01:12,244.393,0.020,0,0,0,0,v
2023-11-05 01:18,244.409,0.023,0,0,0,0,v
2023-11-05 01:24,244.423,0.013,0,0,0,0,v
2023-11-05 01:30,244.432,0.020,0,0,0,0,v
2023-11-05 01:36,244.432,0.020,0,0,0,0,v
2023-11-05 01:42,244.403,0.026,0,0,0,0,v
2023-11-05 01:48,244.403,0.016,0,0,0,0,v
2023-11-05 01:54,244.396,0.020,0,0,0,0,v
2023-11-05 02:00,244.406,0.020,0,0,0,0,v
2023-11-05 02:06,244.413,0.016,0,0,0,0,v
2023-11-05 02:12,244.419,0.020,0,0,0,0,v
2023-11-05 02:18,244.419,0.013,0,0,0,0,v
2023-11-05 02:24,244.413,0.016,0,0,0,0,v
2023-11-05 02:30,244.393,0.013,0,0,0,0,v
2023-11-05 02:36,244.393,0.016,0,0,0,0,v
2023-11-05 02:42,244.406,0.016,0,0,0,0,v
2023-11-05 02:48,244.423,0.016,0,0,0,0,v
2023-11-05 02:54,244.429,0.016,0,0,0,0,v
2023-11-05 03:00,244.432,0.016,0,0,0,0,v
2023-11-05 03:06,244.426,0.013,0,0,0,0,v
2023-11-05 03:12,244.423,0.013,0,0,0,0,v
2023-11-05 03:18,244.413,0.013,0,0,0,0,v
2023-11-05 03:24,244.406,0.013,0,0,0,0,v
2023-11-05 03:30,244.409,0.013,0,0,0,0,v
2023-11-05 03:36,244.419,0.016,0,0,0,0,v
2023-11-05 03:42,244.416,0.013,0,0,0,0,v
2023-11-05 03:48,244.406,0.013,0,0,0,0,v
2023-11-05 03:54,244.390,0.010,0,0,0,0,v
2023-11-05 04:00,244.383,0.013,0,0,0,0,v
2023-11-05 04:06,244.377,0.013,0,0,0,0,v
2023-11-05 04:12,244.396,0.010,0,0,0,0,v
2023-11-05 04:18,244.406,0.010,0,0,0,0,v
2023-11-05 04:24,244.409,0.010,0,0,0,0,v
2023-11-05 04:30,244.413,0.010,0,0,0,0,v
2023-11-05 04:36,244.403,0.010,0,0,0,0,v
2023-11-05 04:42,244.400,0.010,0,0,0,0,v
2023-11-05 04:48,244.400,0.010,0,0,0,0,v
2023-11-05 04:54,244.386,0.010,0,0,0,0,v
2023-11-05 05:00,244.396,0.010,0,0,0,0,v
2023-11-05 05:06,244.396,0.010,0,0,0,0,v
2023-11-05 05:12,244.403,0.010,0,0,0,0,v
2023-11-05 05:18,244.390,0.010,0,0,0,0,v
2023-11-05 05:24,244.373,0.010,0,0,0,0,v
2023-11-05 05:30,244.364,0.010,0,0,0,0,v
